Dup,duplication_status
Glyma.02G129800,WGD
Glyma.02G130100,WGD
Glyma.02G130200,WGD
Glyma.02G130400,WGD
Glyma.02G130500,WGD
Glyma.02G130600,WGD
Glyma.02G130701,WGD
Glyma.02G131200,WGD
Glyma.02G131300,WGD
Glyma.02G131500,WGD
Glyma.02G131600,WGD
Glyma.02G131700,WGD
Glyma.02G131800,WGD
Glyma.02G131900,WGD
Glyma.02G132100,WGD
Glyma.02G132200,WGD
Glyma.02G132400,WGD
Glyma.02G132500,WGD
Glyma.02G132700,WGD
Glyma.02G132800,WGD
Glyma.02G132900,WGD
Glyma.02G133000,WGD
Glyma.02G133100,WGD
Glyma.02G133200,WGD
Glyma.02G133300,WGD
Glyma.02G133400,WGD
Glyma.02G133500,WGD
Glyma.02G133600,WGD
Glyma.02G133700,WGD
Glyma.02G133800,WGD
Glyma.02G134000,WGD
Glyma.02G134300,WGD
Glyma.02G134400,WGD
Glyma.02G134500,WGD
Glyma.02G134600,WGD
Glyma.02G134700,WGD
Glyma.02G134800,WGD
Glyma.02G135100,WGD
Glyma.02G135300,WGD
Glyma.02G135400,WGD
Glyma.02G135500,WGD
Glyma.02G135700,WGD
Glyma.02G135800,WGD
Glyma.02G135900,WGD
Glyma.02G136100,WGD
Glyma.02G136700,WGD
Glyma.02G136800,WGD
Glyma.02G136900,WGD
Glyma.02G137000,WGD
Glyma.02G137100,WGD
Glyma.02G137200,WGD
Glyma.02G137300,WGD
Glyma.02G137400,WGD
Glyma.02G137600,WGD
Glyma.02G137800,WGD
Glyma.02G137900,WGD
Glyma.02G138000,WGD
Glyma.02G138100,WGD
Glyma.02G138200,WGD
Glyma.02G138300,WGD
Glyma.02G138400,WGD
Glyma.02G138500,WGD
Glyma.02G138600,WGD
Glyma.02G138700,WGD
Glyma.02G138800,WGD
Glyma.02G138900,WGD
Glyma.02G139200,WGD
Glyma.02G139500,WGD
Glyma.02G139600,WGD
Glyma.02G139700,WGD
Glyma.02G139800,WGD
Glyma.02G139900,WGD
Glyma.02G140000,WGD
Glyma.02G140100,WGD
Glyma.02G140200,WGD
Glyma.02G140300,WGD
Glyma.02G140600,WGD
Glyma.02G141000,WGD
Glyma.02G141101,WGD
Glyma.02G141201,WGD
Glyma.02G141400,WGD
Glyma.02G141500,WGD
Glyma.02G141600,WGD
Glyma.02G141700,WGD
Glyma.02G141800,WGD
Glyma.02G141900,WGD
Glyma.02G142300,WGD
Glyma.02G142500,WGD
Glyma.02G142600,WGD
Glyma.02G142700,WGD
Glyma.02G142800,WGD
Glyma.02G142900,WGD
Glyma.02G143000,WGD
Glyma.02G143100,WGD
Glyma.02G143200,WGD
Glyma.02G143300,WGD
Glyma.02G143400,WGD
Glyma.02G143500,WGD
Glyma.02G143600,WGD
Glyma.02G143700,WGD
Glyma.02G143800,WGD
Glyma.02G144000,WGD
Glyma.02G144100,WGD
Glyma.02G144200,WGD
Glyma.02G144267,WGD
Glyma.02G144400,WGD
Glyma.02G144600,WGD
Glyma.02G144700,WGD
Glyma.02G144800,WGD
Glyma.02G144900,WGD
Glyma.02G145000,WGD
Glyma.02G145100,WGD
Glyma.02G145200,WGD
Glyma.02G145300,WGD
Glyma.02G145500,WGD
Glyma.02G145600,WGD
Glyma.02G145700,WGD
Glyma.02G146000,WGD
Glyma.02G146100,WGD
Glyma.02G146200,WGD
Glyma.02G146300,WGD
Glyma.02G146400,WGD
Glyma.02G146600,WGD
Glyma.02G146700,WGD
Glyma.02G146800,WGD
Glyma.02G146900,WGD
Glyma.02G147000,WGD
Glyma.02G147100,WGD
Glyma.02G147200,WGD
Glyma.02G147300,WGD
Glyma.02G147400,WGD
Glyma.02G147500,WGD
Glyma.02G147600,WGD
Glyma.02G147700,WGD
Glyma.02G147800,WGD
Glyma.02G147900,WGD
Glyma.02G148000,WGD
Glyma.02G148100,WGD
Glyma.02G148200,WGD
Glyma.02G148300,WGD
Glyma.02G148600,WGD
Glyma.02G148700,WGD
Glyma.02G148900,WGD
Glyma.02G149000,WGD
Glyma.02G149100,WGD
Glyma.02G149200,WGD
Glyma.02G149402,WGD
Glyma.02G149600,WGD
Glyma.02G149700,WGD
Glyma.02G149800,WGD
Glyma.02G149900,WGD
Glyma.02G150000,WGD
Glyma.02G150200,WGD
Glyma.02G150300,WGD
Glyma.02G150500,WGD
Glyma.02G150550,WGD
Glyma.02G150600,WGD
Glyma.02G150700,WGD
Glyma.02G150800,WGD
Glyma.02G150900,WGD
Glyma.02G151002,WGD
Glyma.02G151100,WGD
Glyma.02G151500,WGD
Glyma.02G151700,WGD
Glyma.02G151800,WGD
Glyma.02G151900,WGD
Glyma.02G152000,WGD
Glyma.02G152200,WGD
Glyma.02G152300,WGD
Glyma.02G152400,WGD
Glyma.02G152500,WGD
Glyma.02G152600,WGD
Glyma.02G152700,WGD
Glyma.02G152800,WGD
Glyma.02G152900,WGD
Glyma.02G153000,WGD
Glyma.02G153100,WGD
Glyma.02G153200,WGD
Glyma.02G153500,WGD
Glyma.02G153600,WGD
Glyma.02G153700,WGD
Glyma.02G153800,WGD
Glyma.02G153900,WGD
Glyma.02G154000,WGD
Glyma.02G154300,WGD
Glyma.02G154500,WGD
Glyma.02G154600,WGD
Glyma.02G154700,WGD
Glyma.02G155000,WGD
Glyma.02G155200,WGD
Glyma.02G155300,WGD
Glyma.02G155400,WGD
Glyma.02G155600,WGD
Glyma.02G156000,WGD
Glyma.02G156800,WGD
Glyma.02G159500,WGD
Glyma.02G160100,WGD
Glyma.02G160300,WGD
Glyma.02G160900,WGD
Glyma.02G161600,WGD
Glyma.02G161900,WGD
Glyma.02G162200,WGD
Glyma.02G162500,WGD
Glyma.02G163300,WGD
Glyma.02G165700,WGD
Glyma.02G166500,WGD
Glyma.02G166800,WGD
Glyma.02G167600,WGD
Glyma.02G167800,WGD
Glyma.02G167900,WGD
Glyma.02G168000,WGD
Glyma.02G168100,WGD
Glyma.02G168300,WGD
Glyma.02G168400,WGD
Glyma.02G168900,WGD
Glyma.02G169000,WGD
Glyma.02G169100,WGD
Glyma.02G169200,WGD
Glyma.02G169600,WGD
Glyma.02G169700,WGD
Glyma.02G169800,WGD
Glyma.02G170300,WGD
Glyma.02G170366,WGD
Glyma.02G170500,WGD
Glyma.02G170900,WGD
Glyma.02G171100,WGD
Glyma.02G171200,WGD
Glyma.02G171300,WGD
Glyma.02G171600,WGD
Glyma.02G171900,WGD
Glyma.02G172200,WGD
Glyma.02G172700,WGD
Glyma.02G172800,WGD
Glyma.02G172900,WGD
Glyma.02G173000,WGD
Glyma.02G173600,WGD
Glyma.02G173900,WGD
Glyma.02G174100,WGD
Glyma.02G174300,WGD
Glyma.02G174400,WGD
Glyma.02G174500,WGD
Glyma.02G174800,WGD
Glyma.02G175400,WGD
Glyma.02G175500,WGD
Glyma.02G175700,WGD
Glyma.02G176000,WGD
Glyma.02G176200,WGD
Glyma.02G176400,WGD
Glyma.02G176700,WGD
Glyma.02G176800,WGD
Glyma.02G176900,WGD
Glyma.02G177000,WGD
Glyma.02G177100,WGD
Glyma.02G177251,WGD
Glyma.02G177500,WGD
Glyma.02G177800,WGD
Glyma.02G178100,WGD
Glyma.02G178400,WGD
Glyma.02G178700,WGD
Glyma.02G178800,WGD
Glyma.02G179100,WGD
Glyma.02G179900,WGD
Glyma.02G180100,WGD
Glyma.02G180200,WGD
Glyma.02G180500,WGD
Glyma.02G181100,WGD
Glyma.02G181200,WGD
Glyma.02G181300,WGD
Glyma.02G181500,WGD
Glyma.02G181600,WGD
Glyma.02G181800,WGD
Glyma.02G182200,WGD
Glyma.02G182300,WGD
Glyma.02G182400,WGD
Glyma.02G182600,WGD
Glyma.02G182800,WGD
Glyma.02G182900,WGD
Glyma.02G183000,WGD
Glyma.02G183100,WGD
Glyma.02G184300,WGD
Glyma.02G184600,WGD
Glyma.02G184700,WGD
Glyma.02G185200,WGD
Glyma.02G185900,WGD
Glyma.02G186000,WGD
Glyma.02G186100,WGD
Glyma.02G186300,WGD
Glyma.02G186600,WGD
Glyma.02G186700,WGD
Glyma.02G186800,WGD
Glyma.02G187100,WGD
Glyma.02G188300,WGD
Glyma.02G188600,WGD
Glyma.02G190700,WGD
Glyma.02G191100,WGD
Glyma.02G191500,WGD
Glyma.02G191600,WGD
Glyma.02G192300,WGD
Glyma.02G192400,WGD
Glyma.02G192500,WGD
Glyma.02G192600,WGD
Glyma.02G192700,WGD
Glyma.02G193000,WGD
Glyma.02G193200,WGD
Glyma.02G193300,WGD
Glyma.02G193700,WGD
Glyma.02G193800,WGD
Glyma.02G193900,WGD
Glyma.02G194400,WGD
Glyma.02G194800,WGD
Glyma.02G195000,WGD
Glyma.02G195300,WGD
Glyma.02G195500,WGD
Glyma.02G195600,WGD
Glyma.02G195700,WGD
Glyma.02G195900,WGD
Glyma.02G196301,WGD
Glyma.02G196500,WGD
Glyma.02G196800,WGD
Glyma.02G196900,WGD
Glyma.02G197000,WGD
Glyma.02G197300,WGD
Glyma.02G197600,WGD
Glyma.02G197800,WGD
Glyma.02G197900,WGD
Glyma.02G198000,WGD
Glyma.02G198100,WGD
Glyma.02G198200,WGD
Glyma.02G198300,WGD
Glyma.02G198400,WGD
Glyma.02G198700,WGD
Glyma.02G198900,WGD
Glyma.02G199000,WGD
Glyma.02G199300,WGD
Glyma.02G199500,WGD
Glyma.02G199700,WGD
Glyma.02G200000,WGD
Glyma.02G200200,WGD
Glyma.02G200300,WGD
Glyma.02G200400,WGD
Glyma.02G200500,WGD
Glyma.02G200600,WGD
Glyma.02G200700,WGD
Glyma.02G200900,WGD
Glyma.02G201000,WGD
Glyma.02G201300,WGD
Glyma.02G201400,WGD
Glyma.02G201500,WGD
Glyma.02G201600,WGD
Glyma.02G202000,WGD
Glyma.02G202200,WGD
Glyma.02G202400,WGD
Glyma.02G202500,WGD
Glyma.02G202700,WGD
Glyma.02G202900,WGD
Glyma.02G203000,WGD
Glyma.02G203100,WGD
Glyma.02G203200,WGD
Glyma.02G203300,WGD
Glyma.02G203400,WGD
Glyma.02G203500,WGD
Glyma.02G203600,WGD
Glyma.02G203800,WGD
Glyma.02G203900,WGD
Glyma.02G204000,WGD
Glyma.02G204100,WGD
Glyma.02G204200,WGD
Glyma.02G204300,WGD
Glyma.02G204500,WGD
Glyma.02G204600,WGD
Glyma.02G204700,WGD
Glyma.02G204900,WGD
Glyma.02G205001,WGD
Glyma.02G205400,WGD
Glyma.02G205500,WGD
Glyma.02G205600,WGD
Glyma.02G205700,WGD
Glyma.02G205800,WGD
Glyma.02G205866,WGD
Glyma.02G206000,WGD
Glyma.02G206100,WGD
Glyma.02G206200,WGD
Glyma.02G206300,WGD
Glyma.02G206401,WGD
Glyma.02G206500,WGD
Glyma.02G206600,WGD
Glyma.02G206700,WGD
Glyma.02G206900,WGD
Glyma.02G207000,WGD
Glyma.02G207100,WGD
Glyma.02G207400,WGD
Glyma.02G207500,WGD
Glyma.02G207700,WGD
Glyma.02G207800,WGD
Glyma.02G207900,WGD
Glyma.02G208000,WGD
Glyma.02G208200,WGD
Glyma.02G208300,WGD
Glyma.02G208400,WGD
Glyma.02G208500,WGD
Glyma.02G208600,WGD
Glyma.02G208700,WGD
Glyma.02G208800,WGD
Glyma.02G208900,WGD
Glyma.02G209000,WGD
Glyma.02G209100,WGD
Glyma.02G209200,WGD
Glyma.02G209400,WGD
Glyma.02G209500,WGD
Glyma.02G209600,WGD
Glyma.02G210000,WGD
Glyma.02G210400,WGD
Glyma.02G210500,WGD
Glyma.02G210600,WGD
Glyma.02G210700,WGD
Glyma.02G210800,WGD
Glyma.02G211000,WGD
Glyma.02G211200,WGD
Glyma.02G211300,WGD
Glyma.02G211400,WGD
Glyma.02G211500,WGD
Glyma.02G211600,WGD
Glyma.02G211700,WGD
Glyma.02G211800,WGD
Glyma.02G211900,WGD
Glyma.02G212000,WGD
Glyma.02G212100,WGD
Glyma.02G212200,WGD
Glyma.02G212300,WGD
Glyma.02G212400,WGD
Glyma.02G212500,WGD
Glyma.02G212600,WGD
Glyma.02G212700,WGD
Glyma.02G213000,WGD
Glyma.02G213200,WGD
Glyma.02G213300,WGD
Glyma.02G213400,WGD
Glyma.02G213500,WGD
Glyma.02G213600,WGD
Glyma.02G213700,WGD
Glyma.02G213800,WGD
Glyma.02G213900,WGD
Glyma.02G214000,WGD
Glyma.02G214300,WGD
Glyma.02G214400,WGD
Glyma.02G214500,WGD
Glyma.02G214600,WGD
Glyma.02G214700,WGD
Glyma.02G214900,WGD
Glyma.02G215000,WGD
Glyma.02G215100,WGD
Glyma.02G215200,WGD
Glyma.02G215300,WGD
Glyma.02G215600,WGD
Glyma.02G215800,WGD
Glyma.02G215900,WGD
Glyma.02G216000,WGD
Glyma.02G216100,WGD
Glyma.02G216200,WGD
Glyma.02G216300,WGD
Glyma.02G216500,WGD
Glyma.02G216600,WGD
Glyma.02G217000,WGD
Glyma.02G217100,WGD
Glyma.02G217200,WGD
Glyma.02G217300,WGD
Glyma.02G217400,WGD
Glyma.02G217500,WGD
Glyma.02G217600,WGD
Glyma.02G217800,WGD
Glyma.02G217900,WGD
Glyma.02G218100,WGD
Glyma.02G218200,WGD
Glyma.02G218300,WGD
Glyma.02G218400,WGD
Glyma.02G218600,WGD
Glyma.02G219100,WGD
Glyma.02G219200,WGD
Glyma.02G219267,WGD
Glyma.02G219400,WGD
Glyma.02G219700,WGD
Glyma.02G219800,WGD
Glyma.02G220000,WGD
Glyma.02G220100,WGD
Glyma.02G220200,WGD
Glyma.02G220300,WGD
Glyma.02G220400,WGD
Glyma.02G220500,WGD
Glyma.02G220600,WGD
Glyma.02G220700,WGD
Glyma.02G220800,WGD
Glyma.02G220900,WGD
Glyma.02G221000,WGD
Glyma.02G221100,WGD
Glyma.02G221200,WGD
Glyma.02G221300,WGD
Glyma.02G221600,WGD
Glyma.02G221700,WGD
Glyma.02G221900,WGD
Glyma.02G222000,WGD
Glyma.02G222200,WGD
Glyma.02G222300,WGD
Glyma.02G222400,WGD
Glyma.02G222600,WGD
Glyma.02G222700,WGD
Glyma.02G222800,WGD
Glyma.02G222900,WGD
Glyma.02G223100,WGD
Glyma.02G223300,WGD
Glyma.02G223400,WGD
Glyma.02G223600,WGD
Glyma.02G223700,WGD
Glyma.02G223800,WGD
Glyma.02G223900,WGD
Glyma.02G224001,WGD
Glyma.02G224400,WGD
Glyma.02G224600,WGD
Glyma.02G224800,WGD
Glyma.02G224900,WGD
Glyma.02G225000,WGD
Glyma.02G225200,WGD
Glyma.02G225300,WGD
Glyma.02G225400,WGD
Glyma.02G225500,WGD
Glyma.02G225600,WGD
Glyma.02G225700,WGD
Glyma.02G225850,WGD
Glyma.02G226200,WGD
Glyma.02G226300,WGD
Glyma.02G226500,WGD
Glyma.02G226600,WGD
Glyma.02G226700,WGD
Glyma.02G226800,WGD
Glyma.02G226900,WGD
Glyma.02G227000,WGD
Glyma.02G227100,WGD
Glyma.02G227200,WGD
Glyma.02G227300,WGD
Glyma.02G227500,WGD
Glyma.02G227600,WGD
Glyma.02G227700,WGD
Glyma.02G227900,WGD
Glyma.02G228000,WGD
Glyma.02G228100,WGD
Glyma.02G228200,WGD
Glyma.02G228300,WGD
Glyma.02G228400,WGD
Glyma.02G228500,WGD
Glyma.02G228600,WGD
Glyma.02G228700,WGD
Glyma.02G228800,WGD
Glyma.02G229200,WGD
Glyma.02G229400,WGD
Glyma.02G229500,WGD
Glyma.02G229600,WGD
Glyma.02G229700,WGD
Glyma.02G229900,WGD
Glyma.02G230200,WGD
Glyma.02G230300,WGD
Glyma.02G230500,WGD
Glyma.02G230600,WGD
Glyma.02G230700,WGD
Glyma.02G230800,WGD
Glyma.02G230900,WGD
Glyma.02G231100,WGD
Glyma.02G231200,WGD
Glyma.02G231600,WGD
Glyma.02G231800,WGD
Glyma.02G232000,WGD
Glyma.02G232500,WGD
Glyma.02G232600,WGD
Glyma.02G232700,WGD
Glyma.02G232800,WGD
Glyma.02G232900,WGD
Glyma.02G233000,WGD
Glyma.02G233100,WGD
Glyma.02G233200,WGD
Glyma.02G233300,WGD
Glyma.02G233700,WGD
Glyma.02G233800,WGD
Glyma.02G233900,WGD
Glyma.02G234200,WGD
Glyma.02G234300,WGD
Glyma.02G234500,WGD
Glyma.02G234600,WGD
Glyma.02G234800,WGD
Glyma.02G234900,WGD
Glyma.02G235000,WGD
Glyma.02G235100,WGD
Glyma.02G235200,WGD
Glyma.02G235400,WGD
Glyma.02G235500,WGD
Glyma.02G235600,WGD
Glyma.02G235700,WGD
Glyma.02G235800,WGD
Glyma.02G235900,WGD
Glyma.02G236200,WGD
Glyma.02G236300,WGD
Glyma.02G236400,WGD
Glyma.02G236600,WGD
Glyma.02G236700,WGD
Glyma.02G236800,WGD
Glyma.02G236900,WGD
Glyma.02G237000,WGD
Glyma.02G237100,WGD
Glyma.02G237167,WGD
Glyma.02G237233,WGD
Glyma.02G237567,WGD
Glyma.02G237633,WGD
Glyma.02G237700,WGD
Glyma.02G237800,WGD
Glyma.02G237900,WGD
Glyma.02G238300,WGD
Glyma.02G238400,WGD
Glyma.02G238500,WGD
Glyma.02G238600,WGD
Glyma.02G238700,WGD
Glyma.02G238800,WGD
Glyma.02G239000,WGD
Glyma.02G239100,WGD
Glyma.02G239200,WGD
Glyma.02G239300,WGD
Glyma.02G239600,WGD
Glyma.02G239700,WGD
Glyma.02G239800,WGD
Glyma.02G239900,WGD
Glyma.02G240000,WGD
Glyma.02G240200,WGD
Glyma.02G240302,WGD
Glyma.02G240400,WGD
Glyma.02G240500,WGD
Glyma.02G240600,WGD
Glyma.02G240700,WGD
Glyma.02G240800,WGD
Glyma.02G240900,WGD
Glyma.02G241000,WGD
Glyma.02G241100,WGD
Glyma.02G241200,WGD
Glyma.02G241400,WGD
Glyma.02G241500,WGD
Glyma.02G241601,WGD
Glyma.02G241700,WGD
Glyma.02G241800,WGD
Glyma.02G241900,WGD
Glyma.02G242000,WGD
Glyma.02G242100,WGD
Glyma.02G242200,WGD
Glyma.02G242400,WGD
Glyma.02G242700,WGD
Glyma.02G242900,WGD
Glyma.02G243200,WGD
Glyma.02G243300,WGD
Glyma.02G243400,WGD
Glyma.02G243600,WGD
Glyma.02G243700,WGD
Glyma.02G243800,WGD
Glyma.02G244000,WGD
Glyma.02G244100,WGD
Glyma.02G244200,WGD
Glyma.02G244400,WGD
Glyma.02G244600,WGD
Glyma.02G244700,WGD
Glyma.02G245000,WGD
Glyma.02G245200,WGD
Glyma.02G245300,WGD
Glyma.02G245400,WGD
Glyma.02G245600,WGD
Glyma.02G245700,WGD
Glyma.02G245800,WGD
Glyma.02G245901,WGD
Glyma.02G246000,WGD
Glyma.02G246100,WGD
Glyma.02G246400,WGD
Glyma.02G246500,WGD
Glyma.02G246700,WGD
Glyma.02G246800,WGD
Glyma.02G246900,WGD
Glyma.02G247000,WGD
Glyma.02G247100,WGD
Glyma.02G247200,WGD
Glyma.02G247300,WGD
Glyma.02G247400,WGD
Glyma.02G247600,WGD
Glyma.02G247700,WGD
Glyma.02G247800,WGD
Glyma.02G247900,WGD
Glyma.02G248166,WGD
Glyma.02G248300,WGD
Glyma.02G248400,WGD
Glyma.02G248500,WGD
Glyma.02G248700,WGD
Glyma.02G248800,WGD
Glyma.02G248900,WGD
Glyma.02G249000,WGD
Glyma.02G249100,WGD
Glyma.02G249300,WGD
Glyma.02G249400,WGD
Glyma.02G249500,WGD
Glyma.02G249600,WGD
Glyma.02G249700,WGD
Glyma.02G249800,WGD
Glyma.02G250000,WGD
Glyma.02G250100,WGD
Glyma.02G250200,WGD
Glyma.02G250300,WGD
Glyma.02G250400,WGD
Glyma.02G250600,WGD
Glyma.02G250700,WGD
Glyma.02G250800,WGD
Glyma.02G250900,WGD
Glyma.02G251000,WGD
Glyma.02G251100,WGD
Glyma.02G251200,WGD
Glyma.02G251400,WGD
Glyma.02G251500,WGD
Glyma.02G251551,WGD
Glyma.02G251600,WGD
Glyma.02G251700,WGD
Glyma.02G251800,WGD
Glyma.02G251900,WGD
Glyma.02G252000,WGD
Glyma.02G252200,WGD
Glyma.02G252500,WGD
Glyma.02G252600,WGD
Glyma.02G252700,WGD
Glyma.02G252800,WGD
Glyma.02G252900,WGD
Glyma.02G253000,WGD
Glyma.02G253100,WGD
Glyma.02G253200,WGD
Glyma.02G253300,WGD
Glyma.02G253400,WGD
Glyma.02G253500,WGD
Glyma.02G253600,WGD
Glyma.02G253700,WGD
Glyma.02G253900,WGD
Glyma.02G254000,WGD
Glyma.02G254100,WGD
Glyma.02G254200,WGD
Glyma.02G254300,WGD
Glyma.02G254400,WGD
Glyma.02G254500,WGD
Glyma.02G254600,WGD
Glyma.02G254800,WGD
Glyma.02G254900,WGD
Glyma.02G255000,WGD
Glyma.02G255100,WGD
Glyma.02G255200,WGD
Glyma.02G255400,WGD
Glyma.02G255500,WGD
Glyma.02G255600,WGD
Glyma.02G255800,WGD
Glyma.02G256000,WGD
Glyma.02G256100,WGD
Glyma.02G256300,WGD
Glyma.02G256600,WGD
Glyma.02G256700,WGD
Glyma.02G256800,WGD
Glyma.02G256900,WGD
Glyma.02G257000,WGD
Glyma.02G257100,WGD
Glyma.02G257200,WGD
Glyma.02G257300,WGD
Glyma.02G257400,WGD
Glyma.02G257600,WGD
Glyma.02G257700,WGD
Glyma.02G257800,WGD
Glyma.02G257900,WGD
Glyma.02G258000,WGD
Glyma.02G258100,WGD
Glyma.02G258200,WGD
Glyma.02G258300,WGD
Glyma.02G258467,WGD
Glyma.02G258533,WGD
Glyma.02G258600,WGD
Glyma.02G258800,WGD
Glyma.02G259000,WGD
Glyma.02G259100,WGD
Glyma.02G259200,WGD
Glyma.02G259300,WGD
Glyma.02G259400,WGD
Glyma.02G259500,WGD
Glyma.02G259600,WGD
Glyma.02G259700,WGD
Glyma.02G259800,WGD
Glyma.02G260100,WGD
Glyma.02G260400,WGD
Glyma.02G260500,WGD
Glyma.02G260700,WGD
Glyma.02G260900,WGD
Glyma.02G261000,WGD
Glyma.02G261100,WGD
Glyma.02G261200,WGD
Glyma.02G261400,WGD
Glyma.02G261500,WGD
Glyma.02G261600,WGD
Glyma.02G261700,WGD
Glyma.02G261800,WGD
Glyma.02G261900,WGD
Glyma.02G262100,WGD
Glyma.02G262200,WGD
Glyma.02G262300,WGD
Glyma.02G262400,WGD
Glyma.02G262500,WGD
Glyma.02G263200,WGD
Glyma.02G263400,WGD
Glyma.02G263500,WGD
Glyma.02G263700,WGD
Glyma.02G263800,WGD
Glyma.02G263900,WGD
Glyma.02G264000,WGD
Glyma.02G264500,WGD
Glyma.02G264600,WGD
Glyma.02G264700,WGD
Glyma.02G264800,WGD
Glyma.02G264900,WGD
Glyma.02G265900,WGD
Glyma.02G266000,WGD
Glyma.02G266150,WGD
Glyma.02G266200,WGD
Glyma.02G266300,WGD
Glyma.02G266500,WGD
Glyma.02G266600,WGD
Glyma.02G266800,WGD
Glyma.02G266900,WGD
Glyma.02G267100,WGD
Glyma.02G267200,WGD
Glyma.02G267300,WGD
Glyma.02G267400,WGD
Glyma.02G267500,WGD
Glyma.02G267700,WGD
Glyma.02G267800,WGD
Glyma.02G267900,WGD
Glyma.02G268100,WGD
Glyma.02G268600,WGD
Glyma.02G268700,WGD
Glyma.02G268900,WGD
Glyma.02G269000,WGD
Glyma.02G269200,WGD
Glyma.02G269300,WGD
Glyma.02G269400,WGD
Glyma.02G269500,WGD
Glyma.02G269700,WGD
Glyma.02G269800,WGD
Glyma.02G269900,WGD
Glyma.02G270000,WGD
Glyma.02G270100,WGD
Glyma.02G270300,WGD
Glyma.02G270400,WGD
Glyma.02G270500,WGD
Glyma.02G270600,WGD
Glyma.02G270700,WGD
Glyma.02G271100,WGD
Glyma.02G271200,WGD
Glyma.02G271500,WGD
Glyma.02G271600,WGD
Glyma.02G271700,WGD
Glyma.02G271800,WGD
Glyma.02G271900,WGD
Glyma.02G272100,WGD
Glyma.02G272200,WGD
Glyma.02G272500,WGD
Glyma.02G272600,WGD
Glyma.02G272700,WGD
Glyma.02G272800,WGD
Glyma.02G273000,WGD
Glyma.02G273050,WGD
Glyma.02G273100,WGD
Glyma.02G273200,WGD
Glyma.02G273300,WGD
Glyma.02G273400,WGD
Glyma.02G273500,WGD
Glyma.02G273700,WGD
Glyma.02G274000,WGD
Glyma.02G274200,WGD
Glyma.02G274300,WGD
Glyma.02G274400,WGD
Glyma.02G274500,WGD
Glyma.02G274600,WGD
Glyma.02G274750,WGD
Glyma.02G274800,WGD
Glyma.02G274900,WGD
Glyma.02G275000,WGD
Glyma.02G275100,WGD
Glyma.02G275300,WGD
Glyma.02G275400,WGD
Glyma.02G275500,WGD
Glyma.02G275600,WGD
Glyma.02G275700,WGD
Glyma.02G275800,WGD
Glyma.02G275900,WGD
Glyma.02G275950,WGD
Glyma.02G276000,WGD
Glyma.02G276100,WGD
Glyma.02G276200,WGD
Glyma.02G276400,WGD
Glyma.02G276600,WGD
Glyma.02G276700,WGD
Glyma.02G276800,WGD
Glyma.02G277000,WGD
Glyma.02G277100,WGD
Glyma.02G277200,WGD
Glyma.02G277300,WGD
Glyma.02G277400,WGD
Glyma.02G277500,WGD
Glyma.02G277600,WGD
Glyma.02G277700,WGD
Glyma.02G277800,WGD
Glyma.02G277900,WGD
Glyma.02G278000,WGD
Glyma.02G278200,WGD
Glyma.02G278300,WGD
Glyma.02G278400,WGD
Glyma.02G278500,WGD
Glyma.02G278600,WGD
Glyma.02G278700,WGD
Glyma.02G278800,WGD
Glyma.02G278900,WGD
Glyma.02G279000,WGD
Glyma.02G279050,WGD
Glyma.02G279100,WGD
Glyma.02G279300,WGD
Glyma.02G279400,WGD
Glyma.02G279500,WGD
Glyma.02G279600,WGD
Glyma.02G279700,WGD
Glyma.02G279900,WGD
Glyma.02G280000,WGD
Glyma.02G280100,WGD
Glyma.02G280300,WGD
Glyma.02G280400,WGD
Glyma.02G280600,WGD
Glyma.02G280700,WGD
Glyma.02G280800,WGD
Glyma.02G281000,WGD
Glyma.02G281100,WGD
Glyma.02G281200,WGD
Glyma.02G281300,WGD
Glyma.02G281400,WGD
Glyma.02G281700,WGD
Glyma.02G281900,WGD
Glyma.02G282000,WGD
Glyma.02G282100,WGD
Glyma.02G282202,WGD
Glyma.02G282300,WGD
Glyma.02G282400,WGD
Glyma.02G282500,WGD
Glyma.02G282600,WGD
Glyma.02G282700,WGD
Glyma.02G282800,WGD
Glyma.02G282900,WGD
Glyma.02G283000,WGD
Glyma.02G283300,WGD
Glyma.02G283400,WGD
Glyma.02G283500,WGD
Glyma.02G283700,WGD
Glyma.02G283900,WGD
Glyma.02G284300,WGD
Glyma.02G284400,WGD
Glyma.02G284500,WGD
Glyma.02G284600,WGD
Glyma.02G284800,WGD
Glyma.02G284900,WGD
Glyma.02G285000,WGD
Glyma.02G285100,WGD
Glyma.02G285200,WGD
Glyma.02G285300,WGD
Glyma.02G285432,WGD
Glyma.02G285500,WGD
Glyma.02G285600,WGD
Glyma.02G285700,WGD
Glyma.02G285800,WGD
Glyma.02G285900,WGD
Glyma.02G286000,WGD
Glyma.02G286100,WGD
Glyma.02G286300,WGD
Glyma.02G286400,WGD
Glyma.02G286500,WGD
Glyma.02G286600,WGD
Glyma.02G286800,WGD
Glyma.02G286900,WGD
Glyma.02G287000,WGD
Glyma.02G287100,WGD
Glyma.02G287200,WGD
Glyma.02G287300,WGD
Glyma.02G287400,WGD
Glyma.02G287500,WGD
Glyma.02G287600,WGD
Glyma.02G287700,WGD
Glyma.02G287900,WGD
Glyma.02G288000,WGD
Glyma.02G288300,WGD
Glyma.02G288400,WGD
Glyma.02G288500,WGD
Glyma.02G288600,WGD
Glyma.02G288700,WGD
Glyma.02G288800,WGD
Glyma.02G288900,WGD
Glyma.02G289000,WGD
